attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,1322813,0,-681,193726,466237,244694,131662,108982,260462,463939,200,0
0,1322813,0,2004,193726,466237,244694,131662,108982,260462,463939,200,0
0,1322813,0,705,193726,466237,244694,131662,108982,260462,463939,200,0
0,1322813,0,1765,193726,466237,244694,131662,108982,260462,463939,200,0
0,807295,0,345,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,-1726,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,-2048,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,-873,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,660,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,1173,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,25,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,-2048,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,844,194822,168446,289224,65587,208060,124674,509107,200,0
0,807295,0,1221,194822,168446,289224,65587,208060,124674,509107,200,0
0,1257761,0,-1159,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,1888,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,-277,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,-2048,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,-2048,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,-433,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,1411,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,1881,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,1732,548740,172486,156008,44420,268597,118848,724642,200,0
0,1257761,0,242,548740,172486,156008,44420,268597,118848,724642,200,0
0,858823,0,1027,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,1650,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,1928,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,746,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,-1171,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,-2048,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,-1676,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,28,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,1675,570179,71766,309465,71515,71089,138055,485771,200,0
0,858823,0,-796,570179,71766,309465,71515,71089,138055,485771,200,0
0,489994,0,-957,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,860,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,1783,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,1831,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,594,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,-1116,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,-2048,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,-1405,114423,287955,193326,112455,106242,149923,414166,200,0
0,489994,0,392,114423,287955,193326,112455,106242,149923,414166,200,0
0,832172,0,-613,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-2030,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-1954,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-580,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-1252,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,25,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,1621,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,265,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-1446,265172,103867,130911,31547,105394,97314,520436,200,0
0,832172,0,-2048,265172,103867,130911,31547,105394,97314,520436,200,0
0,964980,0,1387,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,-248,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,-1764,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,-2019,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,1802,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,1717,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,1820,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,1753,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,485,790277,13076,351210,44920,96719,103110,252606,200,0
0,964980,0,-1154,790277,13076,351210,44920,96719,103110,252606,200,0
0,299803,0,364,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-491,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-34,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-2026,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-1572,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-465,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-1451,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,-1834,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,1507,512811,39876,471785,153832,73830,117417,535000,200,0
0,299803,0,1865,512811,39876,471785,153832,73830,117417,535000,200,0
0,589147,0,-734,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,889,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,1756,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,1685,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,609,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,-1153,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,-2012,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,-1624,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,379,729131,42804,308318,121590,116940,350112,155565,200,0
0,589147,0,1624,729131,42804,308318,121590,116940,350112,155565,200,0
0,442529,0,-1494,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,-1863,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,-531,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,1105,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,1737,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,1596,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,355,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,-1610,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,-1910,581382,36111,291217,337428,150427,97583,339314,200,0
0,442529,0,-1133,581382,36111,291217,337428,150427,97583,339314,200,0
0,264663,0,-402,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,-1603,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,-1878,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,736,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,1192,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,1760,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,1701,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,549,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,338,386074,31500,669156,161596,366797,69218,459927,200,0
0,264663,0,-2048,386074,31500,669156,161596,366797,69218,459927,200,0
0,585641,0,1856,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,1398,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-1489,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-2022,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-1873,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-548,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,1153,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,1605,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-2013,400980,133285,339488,92784,87747,136775,237971,200,0
0,585641,0,-874,400980,133285,339488,92784,87747,136775,237971,200,0
