attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
54,840833,43,-82,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,-37,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,-285,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,-605,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,6,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,637,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,336,371224,56474,128272,1132,144697,2014,815345,0,0
54,840833,43,419,371224,56474,128272,1132,144697,2014,815345,0,0
44,374028,40,299,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,344,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,82,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,-49,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,635,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,352,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,-107,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,-86,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,749,807963,8226,254610,4716,147917,3709,810467,0,0
44,374028,40,-135,807963,8226,254610,4716,147917,3709,810467,0,0
24,797747,48,-152,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,34,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,648,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,406,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,-429,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,-293,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,-201,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,-1089,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,-257,349697,71799,114748,13420,49934,3522,673802,0,0
24,797747,48,249,349697,71799,114748,13420,49934,3522,673802,0,0
29,1265902,57,852,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,1046,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,563,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,168,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,89,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,25,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,-755,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,-388,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,290,206549,50486,110581,26067,80442,7147,609941,0,0
29,1265902,57,93,206549,50486,110581,26067,80442,7147,609941,0,0
29,428509,57,-504,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,-260,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,290,122519,22936,4910,5210,19691,3240,152178,26,0
