attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength,label
70,2075235,48,197,214024,59410,56691,15748,70510,21776,298595,0,0,2
70,2075235,48,32,214024,59410,56691,15748,70510,21776,298595,0,0,2
66,627080,48,129,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,70,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,109,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,25,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,6,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,67,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,-2,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,90,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,454,70461,18271,11743,6114,12690,2791,67363,0,0,2
66,627080,48,131,70461,18271,11743,6114,12690,2791,67363,0,0,2
61,199886,67,-141,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,12,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,-245,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,184,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,65,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,71,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,-23,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,70,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,112,38077,20721,4651,3350,2651,2770,83510,0,0,2
61,199886,67,90,38077,20721,4651,3350,2651,2770,83510,0,0,2
69,1250462,74,115,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,9,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,50,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,81,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,21,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,67,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,-119,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,112,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,38,13677,19329,8396,8814,9699,1970,77529,0,0,2
69,1250462,74,82,13677,19329,8396,8814,9699,1970,77529,0,0,2
56,40865,75,-20,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,37,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,456,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,-242,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,-3,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,105,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,50,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,337,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,41,6941,1365,2285,1043,588,732,18877,0,0,2
56,40865,75,-69,6941,1365,2285,1043,588,732,18877,0,0,2
40,1199545,67,38,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,9,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,-146,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,19,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,203,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,168,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,53,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,196,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,-8,181750,27380,16258,12853,4909,6043,78903,0,0,2
40,1199545,67,157,181750,27380,16258,12853,4909,6043,78903,0,0,2
26,1259554,48,-257,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,188,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,49,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,82,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,195,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,123,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,108,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,-21,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,-3,405093,16634,24786,3943,4148,5191,66014,0,0,2
26,1259554,48,74,405093,16634,24786,3943,4148,5191,66014,0,0,2
17,57229,38,-150,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,-244,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,320,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,-24,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,771,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,215,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,80,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,-60,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,-54,28913,6720,5547,2838,3917,1380,16031,0,0,2
17,57229,38,18,28913,6720,5547,2838,3917,1380,16031,0,0,2
23,732397,41,-52,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,26,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,56,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,107,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,-70,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,102,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,38,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,64,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,-23,48507,8727,28613,7004,8134,1910,7024,0,0,2
23,732397,41,0,48507,8727,28613,7004,8134,1910,7024,0,0,2
41,49106,63,311,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,-406,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,-67,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,100,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,-33,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,92,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,106,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,44,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,220,5164,5433,8161,2302,2576,3905,66769,0,0,2
41,49106,63,-124,5164,5433,8161,2302,2576,3905,66769,0,0,2
50,958521,80,27,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,74,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,-43,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,-50,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,-5,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,145,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,141,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,123,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,958521,80,0,85074,27186,11832,4511,3538,1541,92865,0,0,2
50,590519,78,145,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,120,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,-179,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,20,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,104,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,148,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,104,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,66,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,136,93565,13914,22094,15308,11480,8164,430952,0,0,2
50,590519,78,96,93565,13914,22094,15308,11480,8164,430952,0,0,2
40,2109936,66,60,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,59,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,67,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,43,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,-10,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,108,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,-11,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,116,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,80,315873,29618,39572,22787,12957,4530,302974,0,0,2
40,2109936,66,74,315873,29618,39572,22787,12957,4530,302974,0,0,2
37,36356,54,298,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,42,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,9,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,121,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,-84,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,11,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,118,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,70,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,106,51550,25362,13199,9203,8398,7638,306356,0,0,2
37,36356,54,90,51550,25362,13199,9203,8398,7638,306356,0,0,2
27,483795,51,23,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,7,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,116,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,65,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,51,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,-1,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,35,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,75,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,69,94841,20450,8832,5932,1320,2355,93291,0,0,2
27,483795,51,100,94841,20450,8832,5932,1320,2355,93291,0,0,2
47,4645,60,38,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,1,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,156,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,76,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,53,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,-460,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,55,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,384,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,-306,7416,12286,3785,976,19881,2894,336355,0,0,2
47,4645,60,6,7416,12286,3785,976,19881,2894,336355,0,0,2
64,1779949,57,86,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,91,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,86,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,128,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,539,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,-440,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,-21,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,106,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,118,209282,47880,19654,145667,70053,3791,275137,0,0,2
64,1779949,57,144,209282,47880,19654,145667,70053,3791,275137,0,0,2
50,197198,47,20,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,34,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,103,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,98,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,60,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,-1,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,5,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,114,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,51,108100,6106,20672,14908,3280,1001,70461,0,0,2
50,197198,47,108,108100,6106,20672,14908,3280,1001,70461,0,0,2
67,56412,48,4,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,21,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,33,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,72,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,121,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,24,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,27,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,-26,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,35,36504,11042,5672,8146,4519,4425,300827,0,0,2
67,56412,48,73,36504,11042,5672,8146,4519,4425,300827,0,0,2
57,6414,35,-37,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,-19,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,2,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,149,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,148,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,61,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,-11,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,-67,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,-10,30782,1479,6164,2123,11184,2515,343549,0,0,2
57,6414,35,66,30782,1479,6164,2123,11184,2515,343549,0,0,2
44,99464,60,-44,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,-9,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,93,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,33,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,115,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,140,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,18,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,16,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,-53,23254,47281,8500,5557,4583,6966,310289,0,0,2
44,99464,60,89,23254,47281,8500,5557,4583,6966,310289,0,0,2
56,88089,81,27,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,29,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,-11,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,-68,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,134,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,53,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,82,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,72,27800,25808,30230,5733,6800,10210,349369,0,0,2
56,88089,81,11,27800,25808,30230,5733,6800,10210,349369,0,0,2
51,162175,84,136,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,70,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,28,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,68,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,1,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,146,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,35,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,165,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,137,73032,21298,28413,20564,5725,4607,271316,0,0,2
51,162175,84,97,73032,21298,28413,20564,5725,4607,271316,0,0,2
35,114043,90,105,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,103,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,0,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,19,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,77,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,13,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,50,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,97,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,35,196937,42814,14163,12184,11142,6199,279643,0,0,2
35,114043,90,92,196937,42814,14163,12184,11142,6199,279643,0,0,2
37,358016,69,98,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,-23,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,58,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,-37,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,295,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,-306,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,153,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,156,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,187,52210,9513,9420,7319,4834,8251,256999,0,0,2
37,358016,69,42,52210,9513,9420,7319,4834,8251,256999,0,0,2
27,763583,41,37,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,37,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,61,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,-20,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,-7,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,55,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,-84,429972,3883,45908,5778,16459,13281,304706,0,0,2
27,763583,41,-41,429972,3883,45908,5778,16459,13281,304706,0,0,2
