attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,1873200,0,938,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,217,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,73,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,48,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,48,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,-140,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,-370,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,2047,148236,61710,79068,84677,84083,41699,52571,200,0
0,1873200,0,674,148236,61710,79068,84677,84083,41699,52571,200,0
0,465650,0,1369,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,969,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,263,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,91,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,43,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,-1035,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,1707,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,486,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,138,260590,101337,89956,424039,270916,109344,138145,200,0
0,465650,0,66,260590,101337,89956,424039,270916,109344,138145,200,0
0,812898,0,-1468,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,2047,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,1257,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,322,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,90,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,24,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,-2048,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,-723,182668,163220,45098,55724,89798,50170,161933,200,0
0,812898,0,2034,182668,163220,45098,55724,89798,50170,161933,200,0
0,702905,0,557,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,160,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,82,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,60,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,72,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,-33,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,-1170,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,522,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,1012,675960,148434,240170,190648,54339,77505,170400,200,0
0,702905,0,737,675960,148434,240170,190648,54339,77505,170400,200,0
0,1084640,0,123,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,55,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,56,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,116,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,215,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,-388,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,-1621,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,-212,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,-742,22196,25660,26948,6923,15197,5698,11791,200,0
0,1084640,0,1821,22196,25660,26948,6923,15197,5698,11791,200,0
0,1855400,0,-1649,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,-1689,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,-956,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,-1426,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,1436,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,2047,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,444,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,150,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,65,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,1855400,0,50,1958865,156764,617721,464524,275128,18910,1401414,200,0
0,448447,0,-2048,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,1368,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,685,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,183,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,68,93197,110526,22517,78835,81159,18807,77596,200,0
