Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
1,0,53,0,4,115,24,6,16,9,38,1324,54,0,0,388474,0,42,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-210,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-133,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-243,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0
1,0,388474,0,42,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-210,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-133,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-243,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0
1,0,388474,0,-210,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-133,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-243,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,-133,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-243,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,-243,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,234,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,225,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,166,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,-52,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,-747,778951,126858,146039,44937,39627,4643,355110,200,0,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,388474,0,596,778951,126858,146039,44937,39627,4643,355110,200,0,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,301998,0,388,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0
1,0,301998,0,-900,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,1008,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,-168,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,473,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,620,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,776,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,280,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,-674,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,280,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,132,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,-1220,378390,80470,121223,10282,69567,2550,606297,200,0,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,280,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,132,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,74,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,301998,0,-115,378390,80470,121223,10282,69567,2550,606297,200,0,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,280,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,132,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,74,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,-25,547388,45096,92862,23105,28648,42304,180924,200,0
1,0,173032,0,20,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,27,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,1117,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,308,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,508,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,280,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,132,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,74,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,-25,547388,45096,92862,23105,28648,42304,180924,200,0,0,173032,0,-21,547388,45096,92862,23105,28648,42304,180924,200,0
